sale_id,sale_date,customer_id,product_id,quantity,amount
8b5ef031-526b-4838-9f99-d608a198bd0c,2024-10-28 01:01:29,CUST-3765,PROD-890,10,2156.31
3a2df694-aa1d-4f7c-9e37-994567d0346c,2024-04-25 16:04:31,CUST-7046,PROD-858,2,449.74
9892855e-34a2-4c43-8ec9-6cd72e0a909f,2024-12-06 05:11:30,CUST-9511,PROD-910,19,631.44
e836952b-9f3e-43a3-bbb9-5cf2aea316aa,2024-04-06 03:00:47,CUST-1285,PROD-255,1,362.25
6ba88418-059d-4f8b-9fe1-38f5f162d93b,2024-06-17 00:20:10,CUST-6525,PROD-269,1,19.12
1dec86da-68b7-40d6-a72d-2c00805f0060,2024-07-06 12:45:10,CUST-7870,PROD-804,11,2597.26
5d92f263-20ba-43f6-9820-ef80e2ae6d60,2024-02-27 06:22:32,CUST-6675,PROD-602,17,3229.06
ca4290c3-d3d4-40bb-b791-6f446dbd1570,2024-08-17 12:06:44,CUST-6487,PROD-999,11,1794.25
ad15a263-cca0-44b2-8288-bf9087088d31,2024-09-27 01:48:21,CUST-9805,PROD-751,15,3128.44
d559007f-8536-4498-8a8b-8d7ecec6d50d,2024-07-15 06:20:01,CUST-8834,PROD-927,4,195.87
fb3f691d-5f68-42ca-a5dd-891e8b2d2d59,2024-12-26 03:17:10,CUST-9322,PROD-963,1,195.4
7b190c84-6d39-4881-8619-9bde4cb5ebd3,2024-11-22 10:29:55,CUST-6277,PROD-210,13,5285.74
c2462556-ffd5-4ab5-86d2-1d3f3d49755f,2024-08-01 04:56:56,CUST-7597,PROD-482,6,2224.39
7f537137-ad11-4c0e-9ec5-4cd066e63fd8,2024-03-11 03:10:52,CUST-8027,PROD-318,9,2373.02
b03b0b00-1a7b-467c-b252-5186f4ff869b,2024-12-01 18:14:13,CUST-9521,PROD-210,12,4949.05
0d4c06ed-3e20-4928-8cd3-403666d10b4d,2024-12-09 12:00:43,CUST-3215,PROD-218,8,1475.59
8300b968-2b3b-4fab-be77-9715a45b6d90,2024-08-22 23:07:35,CUST-3572,PROD-843,5,2016.04
87c167d5-e611-4d73-8172-7e02f2033694,2024-04-11 00:53:31,CUST-1315,PROD-404,13,1324.57
23a44112-dc7d-4d95-8c7c-72f42f2e153f,2024-07-11 06:39:39,CUST-4403,PROD-891,17,4027.9
b77ec38c-8a3d-4e28-8e19-dfba798c461f,2024-05-01 13:44:32,CUST-9305,PROD-351,4,900.8
30520051-ad4f-4b31-9659-b00a20ccc01b,2024-01-29 22:55:21,CUST-2000,PROD-637,10,3968.45
10eaafd0-b104-42ff-a464-95c13f4f320c,2024-09-01 22:12:38,CUST-6952,PROD-974,16,7872.92
58e3a781-135e-4168-91dd-85dd281d346b,2024-08-17 07:53:19,CUST-6481,PROD-622,9,195.32
80f7b291-1a15-4cfb-b4de-d91b965c96f5,2024-05-05 04:11:20,CUST-7382,PROD-882,3,382.83
7eff5d18-6ce0-4bfd-a1b9-ef892ba013d8,2024-03-18 09:52:35,CUST-7894,PROD-667,9,298.45
2523481e-2385-4b7f-a57c-6c559e3c016a,2024-11-16 18:43:55,CUST-7666,PROD-732,4,1796.17
c2e1ce24-bfa1-4cff-a08f-176e27859754,2024-03-06 14:43:10,CUST-3228,PROD-882,11,1848.76
b20fc4a7-484c-4754-9d9e-2f15f32bcb22,2024-07-17 01:49:41,CUST-1151,PROD-105,10,4023.64
74c4df57-4b38-461a-876b-6b31af6320d3,2024-02-23 08:50:08,CUST-6650,PROD-607,14,2678.26
bd4f5c78-0fd4-4d07-86e9-c558ffa00b40,2024-05-18 03:00:13,CUST-3352,PROD-431,11,4297.11
22f8ce1e-0ac1-4443-b714-6135c35c3d04,2024-11-03 01:13:57,CUST-9467,PROD-185,18,7583.4
3316d2fc-1beb-47bb-9020-e944b046f01a,2024-01-18 15:44:35,CUST-5914,PROD-123,18,5978.03
23235f84-b52a-4c4d-a734-d4c728d3b108,2024-11-22 14:47:05,CUST-8875,PROD-428,7,2686.39
296903bb-32c7-41aa-a2e2-3360e09f04e5,2024-07-24 11:44:20,CUST-6373,PROD-806,10,2015.27
6269ee7c-ead6-4b02-90d4-618e9a334d5d,2024-09-22 16:57:27,CUST-5749,PROD-736,13,3977.17
cc9a3761-fd51-4006-9074-986f6465f348,2024-08-12 02:21:51,CUST-7706,PROD-130,2,929.04
fa73633c-168f-4df8-8ad1-85bb3f82dcd2,2024-05-10 14:15:44,CUST-1979,PROD-167,1,476.76
c4bf3669-f389-4dce-8e0e-2a3931f808c4,2024-04-25 08:43:55,CUST-9628,PROD-530,2,358.29
1d9dacf9-03d7-483a-b488-b15d2e003e00,2024-08-21 06:05:15,CUST-6449,PROD-864,1,137.15
0096e4a8-231f-4fa7-ba95-2a1e1a534961,2024-10-12 05:29:34,CUST-3562,PROD-855,18,7834.84
59134a19-f72e-4f77-ade3-14272cd7dab3,2024-02-20 14:54:42,CUST-8172,PROD-737,5,623.49
a7753842-0ab5-49d7-b420-c05f6dfaf624,2024-08-21 16:47:06,CUST-3538,PROD-319,18,5790.22
29698572-e5ea-447a-a7de-9b703e7b1cf5,2024-06-16 01:47:17,CUST-9190,PROD-924,13,3442.98
ff0d3337-d0b3-4313-ad30-11b21d0fefd5,2024-07-10 03:51:53,CUST-6944,PROD-478,11,4987.44
b54689e7-8edb-4f73-b3af-373087fbeb2b,2024-02-23 05:36:23,CUST-4679,PROD-493,9,933.14
8cece37d-f95e-4e40-b018-3839684507e6,2024-08-14 08:46:32,CUST-5564,PROD-789,15,867.05
21787972-cb6a-4bd8-b0f4-7b337e602925,2024-01-02 04:42:09,CUST-1972,PROD-441,1,114.65
6422adf6-7d1e-4916-9743-c474fdbfb8aa,2024-08-12 13:31:39,CUST-7737,PROD-688,10,2530.09
bd08c7e9-bbbe-400f-8c3b-09200a5147d7,2024-12-09 00:38:44,CUST-1761,PROD-522,1,256.26
bdc74fed-bd94-4521-8896-fa6925757860,2024-05-26 06:37:01,CUST-4146,PROD-182,16,4772.9
8fe3e6e5-130c-42b3-9ffd-78a56b6859dd,2024-06-07 03:09:50,CUST-1155,PROD-603,10,4049.98
4c30a05b-fb70-47ec-bb91-9bf4813a40d9,2024-08-26 04:14:07,CUST-1243,PROD-783,3,1354.79
217124e4-b4e3-4d03-b79e-80047cf46510,2024-05-07 19:38:44,CUST-8178,PROD-754,8,3958.37
96f7fa9a-242b-44c8-9922-0cf3d3a4142b,2024-11-11 17:11:02,CUST-7992,PROD-426,20,4911.65
3b2c6a93-0930-454c-b6ea-cbbb5ece6282,2024-06-19 15:19:49,CUST-9123,PROD-835,8,690.65
1452365b-862a-4ed0-9ff5-71e610c3901d,2024-02-06 08:12:24,CUST-8237,PROD-436,2,338.15
cecaacf7-07b9-4e0c-9703-3fa05b88508d,2024-11-09 19:25:02,CUST-6669,PROD-249,3,1179.35
bd051e22-8b3d-44af-856e-e1659f0066d3,2024-06-10 02:02:08,CUST-4074,PROD-559,3,243.13
2a5d5fc1-9257-413f-8b57-042ee61c8f6d,2024-08-29 18:03:55,CUST-1262,PROD-157,20,9410.64
bd1eab7c-5a78-4736-907f-5f4fb0eab0f6,2024-07-30 11:55:00,CUST-7382,PROD-814,4,1481.74
fe016221-c14b-49be-abb4-25aa451a834b,2024-12-10 10:10:14,CUST-5601,PROD-792,17,1645.95
0e44a51d-bc21-4b41-a320-a44af9ffb492,2024-02-08 04:11:35,CUST-7573,PROD-310,19,7805.7
11b8ebdb-ba38-43f8-8e36-587e92d54816,2024-06-25 13:58:49,CUST-9718,PROD-731,19,5193.1
2f24b96f-62be-4ee9-ae03-0b195e3ad2f4,2024-09-23 12:09:51,CUST-6012,PROD-516,4,202.12
116d410d-3481-48f8-ad1f-7154a40f8b35,2024-06-13 12:37:45,CUST-7708,PROD-374,13,3836.6
e6dea8c9-6e68-47f5-9e1d-9e5b4967b699,2024-04-28 13:33:25,CUST-2276,PROD-242,13,4914.78
f2e8d58b-6813-4d07-9879-1e4feb2c22ae,2024-06-13 02:50:36,CUST-3561,PROD-256,5,2350.09
508a1834-373d-40b7-b434-7a74bba204f6,2024-06-12 01:01:50,CUST-5957,PROD-772,8,598.61
a5063da6-3579-40cf-b616-907ec26d0fb6,2024-04-20 03:05:14,CUST-4460,PROD-230,15,1703.74
0e6f2a96-416c-4484-9880-3ca39b786bb1,2024-01-01 10:57:09,CUST-6963,PROD-224,8,129.51
fbfc49e1-fbea-4ed0-b4ba-d19db06fc6ad,2024-03-16 05:50:13,CUST-8417,PROD-981,6,1928.59
e75e6a79-f488-49c5-97b7-ad6128bddab5,2024-11-05 09:18:51,CUST-2467,PROD-520,8,1155.85
03eaa6db-b833-40e5-a36a-28c3f26bb3ad,2024-07-03 00:56:30,CUST-7481,PROD-306,17,3153.02
ee33dead-fe29-47df-8e89-4acc6a9882e3,2024-07-12 23:28:32,CUST-3497,PROD-162,17,7184.81
3074b283-4ee5-4dbc-9ce2-badf71d9270b,2024-10-23 15:05:16,CUST-8429,PROD-531,19,5786.63
6b6b7840-ee91-4d76-afa3-2f83e362b5d6,2024-11-29 13:24:40,CUST-5782,PROD-780,6,2722.61
b57a3643-f4f3-4285-9efd-a83423b8e866,2024-02-01 12:05:58,CUST-4915,PROD-817,3,58.13
8cdf757f-9301-4a04-bd9b-acdd6fb62165,2024-01-19 20:05:20,CUST-3542,PROD-924,4,358.91
9042f0ba-9fc9-4dcf-9b8c-e469e2b2941d,2024-10-30 11:01:16,CUST-6209,PROD-256,10,398.99
8e9d266a-51f9-4cad-8cac-084c5eacd994,2024-03-13 15:11:07,CUST-8944,PROD-766,13,2547.88
850a2d0c-35b9-4913-a3a9-56dea3e79e00,2024-10-18 22:03:29,CUST-5505,PROD-231,4,74.39
11f67173-e27f-4881-840b-79ae437d1e90,2024-06-08 01:32:58,CUST-8051,PROD-130,10,1722.15
13df2005-1eb9-44a5-90c0-73a7d1ba3cc3,2024-05-21 08:39:02,CUST-6910,PROD-107,15,6104.38
50187f91-bebe-4397-beae-cf980544dd0c,2024-09-18 13:44:39,CUST-2710,PROD-867,10,2743.0
c2b3a219-56b8-4467-9fc1-6ca4d01813c3,2024-06-16 22:14:53,CUST-3795,PROD-112,12,4699.91
6e55944b-273b-4910-b426-a1e928ce9e82,2024-08-27 17:22:12,CUST-4128,PROD-541,11,4573.46
52f7fcdb-97e6-4749-a77b-c5659fc00db1,2024-04-16 08:02:41,CUST-7429,PROD-313,1,388.42
80fe054c-597f-41d9-8d98-611e8eee6adb,2024-07-21 15:36:54,CUST-9472,PROD-273,18,914.22
76dbb231-fa00-4304-948a-2a3e8bb6277c,2024-06-23 08:00:28,CUST-2582,PROD-330,20,9922.84
899dc13e-2084-4f51-a5d1-34f26433ae7e,2024-12-17 06:29:21,CUST-8878,PROD-921,15,2106.91
c57e3343-222e-4be6-a0a4-a57c4e7e3b57,2024-07-21 11:21:38,CUST-8494,PROD-935,19,5088.19
8376f7dd-2313-4de3-8302-7852c1c21024,2024-05-26 01:19:10,CUST-8764,PROD-753,5,1688.66
fcd28ce0-09c7-4647-b277-591a9a1c901b,2024-06-18 07:03:49,CUST-7840,PROD-793,14,6085.28
03c95ec0-90cf-4fa7-93c7-083ddfaf51a2,2024-10-20 21:10:11,CUST-6399,PROD-507,19,9009.31
14d09424-53e6-4797-8be5-f85823f55506,2024-10-31 18:51:42,CUST-4004,PROD-761,1,452.43
483ca451-6ef7-425c-bc0a-9f36a406726e,2024-11-30 23:04:11,CUST-8847,PROD-725,12,2467.44
d3c15732-5288-491a-a241-4705613f7166,2024-04-29 20:25:50,CUST-2247,PROD-406,2,450.32
456efcd1-20a4-4be6-8f9b-a945d7dc9414,2024-12-03 02:35:21,CUST-6985,PROD-616,4,1395.41
71a7cf0a-58dd-4918-abbc-fa57a3a720cd,2024-07-18 21:06:01,CUST-2159,PROD-637,20,3795.72
d41cc218-a61e-43b5-bb81-cdff2ecddbac,2024-09-27 18:07:45,CUST-1596,PROD-417,9,4160.41
ee19916f-4f91-4f8a-aa85-bb3fa225c550,2024-11-27 13:10:39,CUST-3443,PROD-875,10,1787.44
7126af46-a1ae-462a-86aa-84fc812b10aa,2024-10-28 17:40:02,CUST-7682,PROD-125,1,454.84
6017ee73-4360-4077-907c-f5aa21e79aa4,2024-04-23 17:07:08,CUST-9442,PROD-819,1,186.39
5f049cb6-0f7e-454e-a4de-e6485c23064a,2024-04-02 03:27:27,CUST-6223,PROD-143,14,1663.39
e700654f-eaec-49d8-9d2b-008028cb5d98,2024-01-28 14:08:25,CUST-4415,PROD-991,2,632.35
71889916-617c-4010-b52d-5448a0048e51,2024-09-21 08:16:45,CUST-5253,PROD-508,14,3043.98
e6b1bec0-cf4a-412d-a9c4-8c5e8d01a7fe,2024-08-09 20:18:08,CUST-3675,PROD-440,5,1913.5
4e322936-3830-4ed7-8b4c-8b9b2d1126b6,2024-12-18 22:52:54,CUST-5089,PROD-995,12,1607.36
0b99bb1b-3d26-4048-98b8-ae9eb5b7d0e1,2024-12-29 19:01:34,CUST-5510,PROD-243,5,497.11
da0a94ac-7b37-41f4-b739-fd8b5411a6c1,2024-02-15 21:47:47,CUST-2108,PROD-393,20,3945.06
34d843a8-ab8f-480e-8839-63d3488e593c,2024-01-15 09:24:23,CUST-5554,PROD-791,14,865.25
4d0d1363-ce0a-4716-9729-18e6c6798927,2024-01-18 23:15:38,CUST-7533,PROD-687,4,211.21
c46b3224-95bd-44f3-a04b-247427d979d6,2024-06-02 17:01:28,CUST-6992,PROD-301,10,4698.52
0c5796e1-ee26-4e32-aad8-b00efc6513c6,2024-05-12 23:46:06,CUST-1658,PROD-633,3,1269.31
17c0e84f-c580-4fad-93a4-6f407571ce1b,2024-03-27 05:13:56,CUST-3429,PROD-241,17,7424.37
34ce0e37-982d-4598-973b-d147d3eb18e9,2024-09-19 16:11:37,CUST-9727,PROD-316,3,199.29
d61e10f8-b503-43f2-ae6a-556685d5143c,2024-04-24 12:59:25,CUST-5680,PROD-142,14,4257.59
16f5f2d6-2255-46bc-958e-8157aee495c8,2024-02-16 02:48:41,CUST-1082,PROD-808,13,3244.32
7be4c650-ea23-45b4-bcbb-40c145ac1a56,2024-02-14 20:40:19,CUST-5463,PROD-243,3,866.42
13478c12-862c-4370-b71c-02252d6004e4,2024-04-25 21:56:12,CUST-7655,PROD-716,5,486.73
b09081ed-3de6-41bd-a1e2-3f7d8a8b57c1,2024-03-15 18:54:32,CUST-4683,PROD-195,2,861.8
97cf4739-a5f6-4489-bf11-664c309390e4,2024-06-28 09:20:44,CUST-3431,PROD-193,14,4594.37
171d7ce6-30f5-40bd-91b0-88ade5b016c2,2024-07-05 00:06:14,CUST-7724,PROD-681,19,3642.83
15aa4644-7560-4912-9518-76a5ae8d3b3a,2024-09-28 20:21:04,CUST-2562,PROD-280,8,2035.55
1f31ead4-307e-4213-a098-c0a8e3de5c91,2024-04-07 18:27:25,CUST-2688,PROD-867,15,4099.73
629eb24d-5048-4568-b958-e125072e0d77,2024-11-06 17:56:20,CUST-3432,PROD-168,19,6861.18
369b4edd-0c52-494a-88ac-7fb516d6b0b7,2024-01-16 16:51:52,CUST-8687,PROD-963,12,2588.31
5bd0b1e8-b263-41f8-a1af-6c8990a6b6dc,2024-08-04 16:16:11,CUST-3546,PROD-899,7,1199.31
51b61cd0-c50a-4c13-b5da-3490dbc800b9,2024-11-20 21:29:41,CUST-9165,PROD-681,8,84.82
6f34aadc-5b30-4fea-919a-0e84813b5a71,2024-07-04 07:19:50,CUST-5042,PROD-168,8,1432.35
179193dc-6399-45f3-8386-6258904f39d0,2024-06-25 10:04:18,CUST-2551,PROD-995,15,2484.74
dbd2ece4-2a17-4f4d-b2f6-c3297542a589,2024-12-24 23:32:42,CUST-9350,PROD-324,18,6404.82
e836ad78-2fc1-430e-a603-a7bdd587edaa,2024-08-18 06:41:21,CUST-4876,PROD-609,7,644.51
a5bcb1cc-f779-4eb2-94e7-60f1a4751d43,2024-10-16 05:11:52,CUST-2127,PROD-351,1,126.14
d83f6144-6695-40ea-b1a8-d515db855b4a,2024-10-10 00:17:16,CUST-2906,PROD-558,9,2047.86
abe73f86-b9f4-492a-bb21-8819229940fe,2024-08-31 10:31:50,CUST-4255,PROD-402,15,1506.39
fa7d0129-3907-4f8d-886a-1dc81e165be9,2024-02-19 11:33:46,CUST-4112,PROD-210,4,574.57
ba36e552-7797-4f99-b601-4ea74f67eb2b,2024-01-20 13:12:53,CUST-9184,PROD-462,19,3789.09
f51ace04-2e03-48bc-83b4-6ecc893f2dca,2024-08-10 05:07:44,CUST-1199,PROD-847,4,1921.2
2a3be97f-6358-498f-b3f9-eba52d997c8b,2024-08-17 15:10:46,CUST-3558,PROD-393,12,5632.54
4f8203ab-37b5-4e2f-949d-c176aa0adb9b,2024-04-20 00:16:12,CUST-8360,PROD-691,1,439.64
c6a610ca-4b49-4816-8ac8-f231010eae3e,2024-05-22 16:35:41,CUST-9298,PROD-687,3,468.94
1fe66fd2-115f-4606-a313-5add7211f6f4,2024-11-11 10:48:07,CUST-4227,PROD-618,10,4396.97
8f2cadde-c4a7-4baf-857a-9eabb0f23fd8,2024-06-11 08:32:49,CUST-2042,PROD-401,6,63.36
8fc67a01-cd0a-429f-a8a5-53ca1a5844a6,2024-05-26 09:43:40,CUST-3429,PROD-857,10,1085.04
e74d662c-fa3d-42cc-931f-f33955aecd43,2024-12-31 23:19:31,CUST-2555,PROD-507,19,4615.38
1537fca4-554b-4229-aa0e-35bbee112375,2024-06-24 21:35:34,CUST-1515,PROD-395,18,3363.44
56e321ce-b752-4fe7-b7d9-60a0bdbfca18,2024-03-12 05:03:22,CUST-3191,PROD-588,14,1129.72
f71bb73a-ffce-4619-95b1-0a9537bb7592,2024-08-20 18:15:19,CUST-6529,PROD-531,2,704.43
4c7b5c29-d67d-4748-ab89-2a5332f35af3,2024-10-12 23:21:14,CUST-7976,PROD-262,8,2139.92
415fa52f-389c-4640-92b5-33b5810b9651,2024-07-01 12:17:17,CUST-7231,PROD-663,3,641.06
f9518b5d-9f83-4fc0-a518-f15df5468813,2024-03-20 22:13:26,CUST-8441,PROD-194,20,4357.25
0e045965-22f4-4a94-bd60-157b2889cc4e,2024-09-18 13:09:41,CUST-2627,PROD-398,13,1487.53
9e5d6666-e254-4ad5-87ea-6bf37ba1ab2b,2024-05-16 18:09:44,CUST-4665,PROD-918,7,3200.62
2bbde5ce-90e6-462d-9561-f888959a038b,2024-11-17 15:12:58,CUST-1138,PROD-158,11,5319.77
b0cc1c10-962c-48a3-a316-1e63ccfc655a,2024-10-16 15:24:03,CUST-8679,PROD-414,6,1713.76
e72dba72-fcc3-4e1b-b918-ec7e2dfb12d6,2024-07-19 07:01:54,CUST-2861,PROD-322,3,860.23
52a71902-e561-4411-ac18-85cc0c462d7d,2024-07-14 07:28:20,CUST-9413,PROD-925,11,4362.67
1035a582-40e7-4a69-b216-af490fb7a67a,2024-07-07 09:20:59,CUST-9452,PROD-477,18,8584.7
ccee54fc-7a17-4c15-93d5-064cfd9e08c3,2024-02-05 23:54:57,CUST-2302,PROD-112,16,2310.59
594db6b7-65f0-4c7d-b887-c9576753397f,2024-02-12 15:36:19,CUST-1453,PROD-920,20,7949.6
466621f3-f136-44b6-b4cb-f52d12714ed0,2024-10-12 07:09:25,CUST-5401,PROD-954,7,979.83
5c61915a-b790-4537-84a1-8c7466443670,2024-01-27 04:03:11,CUST-5099,PROD-376,8,876.21
ac522b18-4e63-4f94-a5db-89ab4f4a0632,2024-02-15 12:32:23,CUST-4450,PROD-688,6,279.19
926fd0c8-970d-46cc-aef3-205d71210032,2024-07-09 22:18:49,CUST-8341,PROD-968,1,428.05
5007b12c-0f67-4f26-9c6f-634779542c0d,2024-06-15 07:04:26,CUST-4749,PROD-143,18,4962.29
c642951f-526e-44a2-8b5b-a6444258fdda,2024-12-26 18:51:58,CUST-8721,PROD-538,18,1305.35
bf0ddabf-b169-4b18-a39c-fc60ff3b9790,2024-09-22 11:18:43,CUST-4215,PROD-714,4,1781.81
7e4b1e65-9baf-40ab-908a-8c6e29577c6e,2024-11-22 17:36:46,CUST-3064,PROD-624,19,7511.56
1663bc08-97d1-460a-a19c-db416ac223a2,2024-05-26 09:00:15,CUST-7189,PROD-268,11,3259.96
3e44347d-40d6-4317-9597-3ff789ce5d45,2024-05-18 10:08:06,CUST-4259,PROD-900,11,1659.71
313d3b83-54eb-4619-b646-27c7f1d65223,2024-03-16 23:23:21,CUST-1992,PROD-267,7,924.42
d04a9bbd-c598-4585-ac0b-1b3bafcdfe06,2024-07-15 06:11:11,CUST-9676,PROD-144,10,4482.47
28fd7bf8-e3ed-4cdd-8531-e114cb5c345e,2024-08-20 08:23:46,CUST-2395,PROD-649,1,404.81
c1232163-64fd-4589-9513-ffebdd78aae6,2024-02-23 19:21:38,CUST-8939,PROD-678,11,3124.09
27d34907-2fa2-4d92-a634-75ea927b2d3a,2024-04-03 09:49:25,CUST-6025,PROD-492,6,2105.48
22172bbf-f341-489f-8bdd-a28490c608ca,2024-12-01 15:28:18,CUST-9931,PROD-387,8,3771.35
9894fc14-a85f-450d-87dd-4f3ca1dc22d4,2024-09-27 12:41:02,CUST-2117,PROD-142,2,805.48
503010f4-cc39-4e0b-b461-8f8b3d66936c,2024-11-27 16:15:26,CUST-1969,PROD-792,15,4648.28
0d4f17af-cca6-456c-bdd0-7673fbb185ae,2024-06-13 07:06:05,CUST-5037,PROD-837,19,8269.81
af504a75-f8b5-4220-b957-9d82b2aaa3ba,2024-10-31 19:28:40,CUST-7270,PROD-992,20,3240.31
9d2190d1-d918-493f-93cd-4e55f5a2abd6,2024-02-29 07:35:28,CUST-2696,PROD-809,15,2941.24
e36ec1b1-b059-4265-9319-5e94fd8b022b,2024-10-06 10:46:10,CUST-4364,PROD-118,1,420.18
a4223569-9244-4584-b9a3-372218e90b01,2024-05-28 04:51:40,CUST-1812,PROD-744,3,555.05
f968810b-0b15-4efe-a7f1-b6b8085441f8,2024-05-04 19:27:48,CUST-6756,PROD-739,14,4634.29
eae8ba2b-9a7a-4d47-a8f5-4763a2e6abc3,2024-04-07 21:40:08,CUST-8523,PROD-283,13,6458.94
7e9e44aa-0c17-4e0b-9197-b12721f5a3bd,2024-04-14 14:52:25,CUST-7647,PROD-736,7,1896.3
df72cb91-9b83-4ee6-a1cc-8fdef4857b22,2024-03-12 06:48:07,CUST-1229,PROD-833,20,8030.42
156ed502-2628-4fc3-b140-39b5884d9542,2024-03-09 06:51:32,CUST-4121,PROD-970,12,4531.33
9ada6042-41b3-4769-8940-9729448372a8,2024-12-22 05:51:42,CUST-3456,PROD-585,14,6102.14
70910e52-ed36-4e83-bd1c-b4e5479ad677,2024-01-18 16:07:21,CUST-9714,PROD-349,10,3973.38
852be508-9270-4f13-be84-f454c1c52953,2024-02-05 21:37:53,CUST-5426,PROD-667,10,524.85
667c0bbf-18d3-4453-8994-fe2812b4896d,2024-07-29 16:20:47,CUST-9133,PROD-692,5,2355.35
ade2a215-4bfa-435e-bb0b-4097b38ed742,2024-04-25 16:53:49,CUST-4366,PROD-412,16,5218.47
37f757f7-37ea-4cd2-a575-478ad0f8fa7d,2024-01-31 12:13:04,CUST-8707,PROD-611,19,6271.3
6774bdd8-d3f0-41be-9f4e-3c7470affa14,2024-05-18 02:14:47,CUST-6881,PROD-963,13,2256.83
1fcf2f9d-1261-43c8-a830-ea9db60c633b,2024-05-10 14:35:20,CUST-1860,PROD-152,18,4725.91
75655752-6467-4b5d-8e06-6fa1e83c114a,2024-01-12 19:59:13,CUST-1178,PROD-206,12,3183.99
2052ad46-c216-4b89-a760-ccfb2003c898,2024-04-12 05:59:46,CUST-7069,PROD-928,20,8165.18
0603f04b-0887-480f-ac4a-80db0d6ff9fb,2024-09-16 20:17:20,CUST-2151,PROD-171,19,3589.27
87510ff9-3cc9-441d-bd5f-358cc2f24c82,2024-09-01 09:47:59,CUST-5293,PROD-851,16,7674.94
177b3df2-a54b-4f86-b678-a951e5d8ed16,2024-08-11 20:59:07,CUST-1957,PROD-998,7,2253.02
112b18ec-d53b-4b1a-a93d-1589c1d22b76,2024-08-03 00:27:00,CUST-3585,PROD-623,19,2078.65
ca896b0e-315c-4e67-9c6c-9fd7205de653,2024-10-07 07:41:31,CUST-2181,PROD-903,16,6777.88
b2396651-989b-429c-8800-b2db8e1dcbcd,2024-04-25 13:43:42,CUST-8808,PROD-182,8,541.48
fac9cbf2-b689-40b5-8750-35607ecec569,2024-08-13 04:58:47,CUST-4148,PROD-209,16,5390.21
a04e3489-6296-4b1b-aaab-97014b41bb93,2024-07-03 20:25:12,CUST-8728,PROD-787,19,4389.53
629ecc33-a6df-43fd-99e9-e4d351647501,2024-07-30 13:36:29,CUST-8690,PROD-973,2,809.06
51f27b2f-c2b0-41da-9cd0-e405ea572332,2024-01-14 16:34:04,CUST-7634,PROD-778,3,788.38
